Permit_Type,Project,Project_Valuation,Total_SQFT,PSFEE,PAFEE,UTFEE,CDFEE,TotalFeeInvoiced,GeoCluster
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,27.75,33.75,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,4.5,48.25,52.75,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,75.25,75.25,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,75.25,75.25,1
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,69.75,69.75,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,36.75,36.75,1
ADDITION,RESIDENTIAL,1500.0,1835,0,0,0.0,40.71,40.71,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,27.75,33.75,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,60.0,60.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
RE-ROOF,RESIDENTIAL,13452.0,0,0,0,0.0,110.23,110.23,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,32.25,32.25,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,38.25,38.25,3
FIRE SPRINKLER,COMMERCIAL,15000.0,0,0,0,0.0,320.0,320.0,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,38.25,38.25,2
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,70.75,70.75,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,27.75,33.75,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,75.25,75.25,0
RE-ROOF,RESIDENTIAL,4332.0,0,0,0,0.0,57.22,57.22,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,66.25,66.25,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,330.75,330.75,2
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
PERMANENT,SIGN,0.0,0,0,0,0.0,35.0,35.0,2
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,38.25,38.25,4
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,85.0,85.0,5
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,225.0,225.0,3
ADDITION,RESIDENTIAL,3500.0,336,0,0,0.0,51.33,51.33,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,100.0,100.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,0
RE-ROOF,COMMERCIAL,124239.0,0,0,0,0.0,527.85,527.85,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,0
MECHANICAL,COMMERCIAL,0.0,0,0,0,0.0,72.75,72.75,5
MECHANICAL,COMMERCIAL,0.0,0,0,0,0.0,87.75,87.75,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,3.0,33.75,36.75,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
NEW,COMMERCIAL,300000.0,0,0,0,0.0,1026.6,1026.6,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,33.75,33.75,5
ALTERATION,RESIDENTIAL,12131.0,0,0,0,0.0,104.34,104.34,4
ZONING REVIEW,WALL FENCE,0.0,0,0,0,0.0,0.0,0.0,0
ZONING REVIEW,WALL FENCE,0.0,0,0,0,0.0,0.0,0.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,78.75,92.25,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,3
PERMIT,FENCES AND WALLS,0.0,0,0,0,0.0,37.49,37.49,0
PERMIT,FENCES AND WALLS,0.0,0,0,0,0.0,37.49,37.49,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
ACCESSORY,RESIDENTIAL,4000.0,0,0,0,0.0,51.33,51.33,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,36.75,36.75,1
ACCESSORY,RESIDENTIAL,1175.0,0,0,0,0.0,37.49,37.49,2
RE-ROOF,RESIDENTIAL,16750.0,0,0,0,0.0,127.91,127.91,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,33.75,33.75,1
NEW,RESIDENTIAL,315423.0,3123,887,2600,3138.0,624.6,7249.6,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,145.0,145.0,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,82.25,82.25,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,27.75,33.75,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,9.0,51.75,60.75,3
NEW,RESIDENTIAL,193011.0,1911,712,0,1358.0,382.2,2452.2,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,3
ACCESSORY,RESIDENTIAL,54075.0,0,0,0,0.0,298.2,298.2,4
PLUMBING,COMMERCIAL,0.0,0,0,0,16.5,45.75,62.25,4
POOL,RESIDENTIAL,36000.0,0,0,0,0.0,218.69,218.69,5
NEW,RESIDENTIAL,228462.0,2262,835,2600,1358.0,452.4,5245.4,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
NEW,RESIDENTIAL,224321.0,2221,835,2600,1358.0,444.2,5237.2,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,10.5,30.75,41.25,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,72.75,86.25,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,21.0,72.75,93.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
NEW,COMMERCIAL,51421.0,0,0,0,0.0,316.44,316.44,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,0
ADDITION,RESIDENTIAL,22746.0,1920,0,0,0.0,163.24,163.24,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,38.25,38.25,3
PLUMBING,COMMERCIAL,0.0,0,0,0,4.5,27.75,32.25,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,16.5,60.75,77.25,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,72.75,86.25,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,38.25,38.25,5
NEW,RESIDENTIAL,175740.0,1740,712,0,1358.0,348.0,2418.0,2
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,70.75,70.75,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,70.75,70.75,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,70.75,70.75,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,70.75,70.75,0
NEW,RESIDENTIAL,196880.0,1921,712,2600,1358.0,384.2,5054.2,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,66.25,66.25,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,66.25,66.25,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,4
NEW,RESIDENTIAL,178620.0,1740,712,2600,1358.0,348.0,5018.0,1
PERMIT,FENCES AND WALLS,27000.0,0,0,0,0.0,172.8,172.8,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,69.75,83.25,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,33.75,33.75,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,38.25,38.25,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,33.75,33.75,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,33.75,33.75,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,33.75,33.75,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,33.75,33.75,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,33.75,33.75,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,33.75,33.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,10.5,39.75,50.25,4
RE-ROOF,RESIDENTIAL,13125.0,0,0,0,0.0,110.23,110.23,5
ACCESSORY,RESIDENTIAL,4200.0,0,0,0,0.0,57.21,57.21,0
POOL,RESIDENTIAL,31000.0,0,0,0,0.0,193.2,193.2,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,12.0,112.75,124.75,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,67.75,73.75,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
POOL,RESIDENTIAL,36285.0,0,0,0,0.0,218.69,218.69,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
ADDITION,RESIDENTIAL,1450.0,1630,0,0,0.0,40.71,40.71,1
POOL,RESIDENTIAL,30700.0,0,0,0,0.0,193.2,193.2,3
RE-ROOF,RESIDENTIAL,12942.0,0,0,0,0.0,104.34,104.34,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,21.0,60.75,51.75,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,85.0,85.0,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,48.75,48.75,4
NEW,RESIDENTIAL,244900.0,2120,835,2600,1358.0,424.0,5217.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,33.75,33.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,5
ACCESSORY,RESIDENTIAL,1000.0,0,0,0,0.0,35.35,35.35,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,5
RE-ROOF,RESIDENTIAL,6243.0,0,0,0,0.0,69.0,69.0,2
NEW,RESIDENTIAL,209070.0,2070,712,2600,1358.0,514.0,5184.0,1
FIRE SPRINKLER,COMMERCIAL,4785.0,0,0,0,0.0,240.0,240.0,5
NEW,RESIDENTIAL,173990.0,1763,712,2600,1358.0,352.6,5022.6,1
NEW,RESIDENTIAL,230886.0,2286,835,2600,1358.0,457.2,5250.2,1
NEW,RESIDENTIAL,250990.0,2783,887,2600,1358.0,656.6,5501.6,1
NEW,RESIDENTIAL,209070.0,2070,712,2600,1358.0,414.0,5084.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,1
NEW,RESIDENTIAL,178063.0,1763,712,2600,1358.0,352.6,5022.6,1
NEW,RESIDENTIAL,221291.0,2191,835,2600,1358.0,438.2,5231.2,1
NEW,RESIDENTIAL,355116.0,3516,887,2600,3138.0,703.2,7328.2,5
NEW,RESIDENTIAL,355116.0,3516,887,2600,3138.0,803.2,7428.2,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,52.75,52.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,145.0,145.0,3
NEW,RESIDENTIAL,305990.0,2754,0,0,0.0,237.7,237.7,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,27.75,33.75,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
ACCESSORY,RESIDENTIAL,3500.0,0,0,0,0.0,51.33,51.33,0
ADDITION,RESIDENTIAL,4818.0,468,0,0,0.0,57.21,57.21,0
FULL,DEMOLITION,5800.0,0,0,0,0.0,63.11,63.11,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,2
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,38.25,38.25,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,95.75,95.75,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,66.25,66.25,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,66.25,66.25,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,66.25,66.25,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,27.75,33.75,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,145.0,145.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,145.0,145.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
MECHANICAL,COMMERCIAL,0.0,0,0,0,0.0,101.75,101.75,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,63.75,77.25,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,63.75,77.25,2
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,63.75,77.25,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,63.75,77.25,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,63.75,77.25,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,63.75,77.25,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,63.75,77.25,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,63.75,77.25,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,63.75,77.25,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,3.0,27.75,30.75,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,0
ALTERATION,RESIDENTIAL,900.0,0,0,0,0.0,34.28,34.28,4
RE-ROOF,RESIDENTIAL,15683.0,0,0,0,0.0,122.01,122.01,3
RE-ROOF,RESIDENTIAL,8763.0,0,0,0,0.0,80.79,80.79,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,72.75,86.25,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,51.75,51.75,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,72.75,86.25,1
ACCESSORY,RESIDENTIAL,2852.0,0,0,0,0.0,90.88,90.88,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,72.75,86.25,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,72.75,86.25,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ACCESSORY,RESIDENTIAL,8700.0,0,0,0,0.0,80.78,80.78,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,3
NEW,RESIDENTIAL,228664.0,2264,835,2600,1545.0,452.8,5432.8,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,38.25,38.25,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,4
NEW,RESIDENTIAL,235431.0,2331,835,2600,1358.0,466.2,5259.2,0
NEW,RESIDENTIAL,213615.0,2115,712,2600,1358.0,423.0,5093.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,0
NEW,RESIDENTIAL,175740.0,1740,712,0,1358.0,348.0,2418.0,2
NEW,RESIDENTIAL,213413.0,2113,835,2600,1358.0,422.6,5215.6,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,4
RE-ROOF,RESIDENTIAL,1200.0,0,0,0,0.0,37.49,37.49,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,27.75,33.75,5
RE-ROOF,RESIDENTIAL,14000.0,0,0,0,0.0,122.01,122.01,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,10.5,30.75,41.25,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,129.75,129.75,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,3
COMMUNICATION STRUCTURE,COMMERCIAL,14000.0,0,0,0,0.0,110.23,110.23,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,3
RE-ROOF,RESIDENTIAL,3500.0,0,0,0,0.0,51.33,51.33,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
NEW,RESIDENTIAL,205232.0,2032,712,2600,1358.0,406.4,5076.4,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,16.5,84.75,101.25,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,27.75,33.75,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,2
PLUMBING,COMMERCIAL,0.0,0,0,0,6.0,27.75,33.75,3
ALTERATION,COMMERCIAL,49253.0,0,0,0,0.0,290.1,290.1,3
NEW,RESIDENTIAL,205232.0,2032,712,0,1358.0,406.4,2476.4,2
NEW,RESIDENTIAL,205232.0,2032,712,2600,1358.0,406.4,5076.4,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,7.5,33.75,41.25,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
ADDITION,RESIDENTIAL,4325.0,1864,0,0,0.0,57.21,57.21,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,27.75,33.75,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,7.5,27.75,35.25,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
RE-ROOF,RESIDENTIAL,2500.0,0,0,0,0.0,45.44,45.44,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,2
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,0
RE-ROOF,RESIDENTIAL,37921.0,0,0,0,0.0,228.91,228.91,5
RE-ROOF,RESIDENTIAL,11093.0,0,0,0,0.0,196.9,98.45,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,10.5,27.75,38.25,3
NEW,RESIDENTIAL,193516.0,1916,712,2600,1358.0,483.2,5153.2,1
NEW,RESIDENTIAL,193516.0,1916,712,2600,1358.0,383.2,5053.2,1
RE-ROOF,RESIDENTIAL,8000.0,0,0,0,0.0,74.89,74.89,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,91.25,91.25,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,66.25,66.25,5
NEW,RESIDENTIAL,193516.0,1916,712,2600,1358.0,383.2,5053.2,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,66.25,66.25,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,70.75,70.75,0
NEW,RESIDENTIAL,208666.0,2066,712,2600,1358.0,413.2,5083.2,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,27.75,33.75,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,95.75,95.75,1
NEW,RESIDENTIAL,208666.0,2066,712,2600,1358.0,413.2,5083.2,1
NEW,RESIDENTIAL,264822.0,2622,887,0,1358.0,524.4,2769.4,2
NEW,RESIDENTIAL,227980.0,2622,887,0,1358.0,524.4,2769.4,2
NEW,RESIDENTIAL,180000.0,1740,712,2600,1358.0,348.0,5018.0,1
ADDITION,RESIDENTIAL,10000.0,3050,0,0,0.0,149.17,149.17,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,66.25,66.25,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,66.25,66.25,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,78.75,92.25,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,0
NEW,RESIDENTIAL,273003.0,2703,887,2600,3138.0,540.6,7165.6,5
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,55.0,55.0,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,41.25,41.25,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,0
NEW,RESIDENTIAL,207858.0,2058,712,2600,1358.0,411.6,5081.6,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,0
ALTERATION,RESIDENTIAL,3500.0,0,0,0,0.0,51.33,51.33,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,32.25,32.25,4
POOL,RESIDENTIAL,52532.0,0,0,0,0.0,290.36,290.36,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,81.75,95.25,5
ACCESSORY,RESIDENTIAL,3377.0,0,0,0,0.0,51.33,51.33,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,2
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,0
ACCESSORY,RESIDENTIAL,45000.0,0,0,0,0.0,264.6,264.6,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,70.75,70.75,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,75.25,75.25,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,9.0,51.75,60.75,3
NEW,COMMERCIAL,720000.0,0,5070,0,16385.0,2253.6,23708.6,3
PERMIT,FENCES AND WALLS,500.0,0,0,0,0.0,30.0,30.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,30.75,35.25,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,63.75,77.25,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,1
